Source_Name,Organization,Year,Quarter,PWS_ID,Violation_Type,Violation_Category_Code,Is_Health_Based,Enforcement_Action_Type_Code,Is_Major_Violation,LATITUDE,LONGITUDE,Site_name,PWS_Name,Population_Served,PWS_Type
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SOUTH DEERFIELD WATER SUPPLY DIST,874,Community water system
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q1_violation_report.xlsx,PVPC,2014,Q1,1033000,"Monitoring, Regular",MR,N,SFJ,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,Record Keeping,Other,N,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),GREENFIELD WATER DEPARTMENT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),HUNTINGTON WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),HUNTINGTON WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,Treatment Technique (SWTR and GWR),TT,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),TURNERS FALLS WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),TURNERS FALLS WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),TURNERS FALLS WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),TURNERS FALLS WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),TURNERS FALLS WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),NORTHFIELD WATER DISTRICT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),EAST NORTHFIELD WATER CO,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),ORANGE WATER DEPT,874,Community water system
2014_Q2_violation_report.xlsx,PVPC,2014,Q2,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),RUSSELL WATER DEPT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,Record Keeping,Other,N,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),RUSSELL WATER DEPT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),RUSSELL WATER DEPT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),RUSSELL WATER DEPT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,Treatment Technique (SWTR and GWR),TT,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SHELBURNE FALLS FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SHELBURNE FALLS FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SHELBURNE FALLS FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SUNDERLAND WATER DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SUNDERLAND WATER DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),SUNDERLAND WATER DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q3_violation_report.xlsx,PVPC,2014,Q3,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),WORTHINGTON FIRE DISTRICT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,Record Keeping,Other,N,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,Treatment Technique (SWTR and GWR),TT,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2014_Q4_violation_report.xlsx,PVPC,2014,Q4,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Turbidity (Enhanced SWTR)",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,Consumer Confidence Report Inadequate Reporting,Other,N,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,Y,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,Record Keeping,Other,N,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Maximum Contaminant Level Violation, Average",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,Treatment Technique (SWTR and GWR),TT,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,SFL,-,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
2015_Q1_violation_report.xlsx,PVPC,2015,Q1,1033000,"Monitoring, Regular",MR,N,SFL,N,42.20480042,-73.0063198,LONG POND RESERVOIR (01S),BLANDFORD WATER DEPT,874,Community water system
